peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
98.17,1.67,M,53,0,13,1,5,0,1,N,0,2,0
72.06,1.77,V,45,0,0,0,5,0,0,N,0,2,2
71.77,1.79,V,24,0,0,5,0,0,0,N,1,2,3
100.58,1.81,V,38,0,1,0,18,8,0,N,2,3,4
94.27,1.68,M,38,0,5,4,11,8,0,N,1,1,0
69.21,1.75,V,44,60,0,2,8,0,0,N,2,2,3
69.93,1.64,M,48,70,2,0,8,0,0,N,1,1,2
87.28,1.75,V,54,0,7,6,5,1,0,N,0,2,1
80.14,1.9,V,25,0,0,2,0,0,0,N,2,2,3
62.97,1.77,M,45,0,0,4,5,0,0,N,3,3,3
64.49,1.74,V,51,0,0,0,5,0,0,N,2,1,1
99.86,1.58,M,31,0,12,0,13,12,0,N,1,2,0
114.24,1.69,M,32,0,18,0,7,4,0,N,1,2,4
102.4,1.6,M,25,30,17,0,12,9,0,N,1,3,1
65.73,1.59,M,32,50,2,3,0,0,0,N,0,0,1
95.33,1.81,V,18,0,9,4,2,0,0,N,2,4,4
102.4,1.6,M,49,0,29,4,7,2,0,N,2,3,4
57.67,1.79,V,43,0,0,7,0,0,0,N,0,3,2
79.97,1.69,V,55,110,0,1,17,3,0,N,0,1,1
66.1,1.8,V,41,0,0,1,3,0,4,N,2,4,3
130.4,1.85,V,39,20,10,0,9,8,0,N,0,3,4
57.39,1.59,M,41,40,2,2,0,2,0,N,1,2,3
78.4,1.72,V,33,0,5,0,0,0,4,S,0,2,2
90.93,1.65,M,48,20,7,0,12,7,4,N,0,2,2
99.94,1.77,V,18,110,0,0,7,11,0,N,1,1,1
104.82,1.65,M,40,0,11,2,13,7,0,N,1,3,4
92.64,1.62,M,35,0,9,1,16,5,2,N,2,3,3
103.68,1.61,M,29,0,34,1,11,10,0,N,3,3,3
65.84,1.75,M,25,0,0,0,6,0,0,N,2,4,4
90.39,1.73,M,18,170,0,1,14,9,1,N,0,3,4
63.03,1.67,M,41,40,0,0,0,0,0,N,0,1,0
76.01,1.7,M,19,0,0,0,0,3,0,N,0,1,1
64.82,1.64,M,53,0,0,0,0,5,0,N,2,2,1
120.62,1.77,V,18,0,9,2,14,9,0,N,3,4,3
59.35,1.65,M,81,0,0,0,12,4,0,N,2,4,4
44.37,1.57,M,45,0,1,4,0,0,5,N,2,3,4
68.32,1.64,M,34,90,1,0,0,0,0,N,0,0,1
71.45,1.79,V,37,0,0,3,0,0,0,N,1,1,1
64.54,1.77,V,46,40,0,3,3,3,0,N,1,3,3
68.55,1.69,V,57,0,0,1,5,8,0,N,2,3,2
84.68,1.7,V,35,0,1,0,14,4,0,N,0,2,2
99.2,1.84,V,76,0,6,0,0,14,0,N,1,3,2
69.24,1.77,V,42,0,0,0,0,4,3,N,2,3,3
102.07,1.67,M,45,0,15,0,0,0,0,N,1,2,2
74.85,1.7,M,19,0,0,0,0,3,0,N,1,1,0
68.25,1.79,V,66,0,0,9,0,4,1,N,1,1,0
99.74,1.76,V,48,0,0,0,17,13,0,S,2,1,0
85.14,1.75,V,38,50,0,4,0,8,0,N,1,1,0
96.97,1.81,V,35,100,3,0,0,5,0,N,2,3,2
58.97,1.66,M,56,50,0,0,9,0,0,N,1,3,2
100.3,1.66,M,29,0,15,2,0,3,0,N,2,3,4
64.04,1.71,M,29,80,0,0,4,0,0,N,0,2,3
96.1,1.55,M,20,0,11,0,19,9,0,N,2,3,3
73.86,1.63,M,49,0,3,0,0,8,0,N,2,2,4
94.83,1.68,V,37,0,8,0,14,0,4,N,0,1,1
82.4,1.76,V,46,0,0,4,17,6,0,N,1,1,2
91.39,1.6,M,20,0,2,4,19,11,0,N,2,3,2
55.2,1.7,M,53,0,0,2,0,2,0,N,3,4,4
103.77,1.76,V,28,0,0,2,15,17,0,N,0,2,2
80.92,1.81,V,65,0,3,4,0,9,0,N,4,4,2
109.35,1.76,M,22,10,10,2,2,2,0,N,2,3,0
67.05,1.7,V,49,80,0,0,2,2,0,N,0,2,1
71.06,1.65,V,50,0,6,4,0,0,3,N,0,1,0
68.77,1.76,V,36,0,0,0,4,1,0,N,2,4,4
53.87,1.73,V,70,0,0,6,8,2,2,N,1,3,3
59.41,1.59,M,31,0,0,3,9,5,0,N,1,4,3
72.09,1.79,M,46,0,0,0,8,3,0,N,0,1,3
105.02,1.72,V,23,20,0,0,19,11,0,N,0,0,0
105.77,1.7,V,57,0,16,0,0,0,0,S,1,1,2
52.27,1.65,M,46,20,1,2,0,2,2,N,2,3,4
116.96,1.71,V,51,0,22,0,19,5,5,N,2,2,3
59.62,1.61,M,42,0,0,0,1,7,0,N,2,4,4
81,1.71,V,36,0,3,0,19,3,0,N,1,3,4
76.92,1.64,M,42,210,3,1,3,8,5,N,2,3,2
77.51,1.74,M,21,0,3,0,0,0,0,S,1,1,1
90.72,1.8,V,18,150,2,1,0,6,0,N,3,3,3
45.51,1.59,M,40,0,0,3,0,0,0,N,3,4,4
58.19,1.63,V,29,30,0,0,0,0,2,N,2,1,1
61.08,1.56,M,32,40,0,0,0,4,0,N,2,1,2
88.62,1.68,M,46,40,2,0,5,10,0,N,1,2,1
68.02,1.63,M,33,120,0,2,3,0,0,N,1,0,0
66.13,1.62,M,51,0,4,1,0,1,0,N,0,2,4
52.62,1.61,M,36,80,1,2,0,0,0,N,1,3,3
103.85,1.73,M,30,30,2,0,10,9,1,S,0,0,0
59.41,1.75,V,38,0,0,0,0,0,5,N,1,2,4
89.84,1.65,M,32,90,8,3,3,10,0,N,1,3,3
71.23,1.73,V,57,0,7,8,2,0,0,N,1,2,3
84.64,1.84,V,43,0,0,2,7,4,0,N,1,1,2
75.95,1.75,M,35,0,0,2,6,0,0,S,0,0,0
101.12,1.59,M,48,0,19,4,0,0,0,N,0,0,0
71.86,1.76,M,66,0,0,4,0,7,0,N,2,0,0
64.28,1.64,M,60,20,0,0,8,6,0,N,1,2,1
108.86,1.8,V,39,0,0,0,24,15,0,N,0,1,2
77.94,1.62,M,28,0,4,0,0,4,0,N,0,2,1
123.85,1.86,V,49,0,10,0,0,4,0,N,0,0,0
73.33,1.73,V,29,0,4,3,0,0,3,N,1,1,3
69.02,1.62,M,53,0,3,0,2,9,0,N,2,3,3
87.28,1.7,M,18,40,9,5,0,0,0,N,1,2,2
55.81,1.6,M,22,0,1,3,0,0,0,N,3,4,4
113.58,1.7,V,35,30,15,0,0,3,0,N,1,3,3
85.02,1.89,V,36,0,0,4,11,2,0,N,1,2,2
89.75,1.68,M,26,0,8,1,0,0,0,N,1,0,0
92.89,1.72,M,53,0,7,0,0,8,0,N,2,2,3
67.82,1.74,M,44,0,0,0,0,4,1,N,2,3,3
74.18,1.67,M,39,100,0,0,0,10,0,N,2,3,2
77.21,1.72,V,32,80,0,5,0,10,0,N,1,2,1
81.06,1.79,V,44,0,2,0,0,0,0,N,1,1,1
65.6,1.7,M,66,0,0,3,16,1,0,N,2,2,2
59.78,1.63,M,18,0,0,1,0,0,0,N,2,2,3
101.6,1.76,V,52,0,10,2,12,6,1,N,1,3,3
119.72,1.73,V,51,0,31,0,10,0,0,N,2,3,4
74.54,1.69,V,55,0,0,2,12,7,0,S,2,2,3
56.22,1.55,M,30,60,0,0,0,0,0,N,1,2,2
65.9,1.78,V,40,0,0,0,1,0,0,N,1,2,1
76.49,1.68,V,18,0,0,0,5,8,0,N,2,3,2
42.69,1.54,M,18,0,0,9,0,0,0,N,2,4,3
59.76,1.72,V,59,80,0,0,0,7,4,N,0,3,2
87.4,1.69,V,24,0,6,2,6,4,0,N,3,4,4
83.97,1.69,V,40,0,3,0,7,11,0,N,2,4,4
78.8,1.55,M,50,30,7,0,23,8,4,N,3,4,4
87.5,1.74,M,40,0,0,0,6,10,0,N,2,3,2
73.19,1.75,V,45,180,0,0,15,0,7,S,0,1,1
92.99,1.71,V,32,0,0,3,15,12,0,N,1,2,2
118.32,1.86,V,39,40,14,2,1,0,0,N,0,2,3
93.38,1.65,M,34,0,7,0,5,9,0,N,1,3,3
53.94,1.63,M,36,0,0,4,0,2,0,N,2,3,4
101.81,1.83,V,41,160,0,0,6,10,0,N,0,1,1
57.03,1.78,V,53,0,0,6,0,0,0,N,2,4,4
66.42,1.63,M,48,0,0,0,7,5,0,N,2,2,1
96.34,1.76,V,39,0,9,3,7,3,0,N,3,3,2
56.21,1.64,M,44,0,1,1,2,0,0,N,2,3,2
57.12,1.69,M,61,0,2,2,0,0,0,N,1,3,2
69.21,1.79,V,46,0,0,0,0,2,0,N,0,2,1
76.62,1.73,V,66,0,0,0,17,4,0,N,1,2,1
95.47,1.73,M,18,0,0,0,15,8,0,N,1,0,0
63.6,1.77,V,49,0,0,2,0,0,0,N,1,3,2
76.33,1.66,M,38,0,7,0,6,0,4,N,3,4,4
68.89,1.66,V,53,0,0,1,19,7,2,N,1,2,4
85.38,1.71,M,20,0,5,2,4,1,0,N,0,1,1
104.71,1.62,M,45,240,17,6,4,6,0,N,1,4,3
65.07,1.65,V,42,0,0,1,0,4,0,N,3,3,2
80.54,1.76,V,28,100,0,0,1,2,1,N,1,1,1
83.54,1.68,V,45,0,0,0,18,11,0,N,0,2,4
74.23,1.68,M,46,10,0,2,2,6,NA,S,3,2,1
98.01,1.65,V,18,40,9,0,9,2,0,N,2,1,2
58.42,1.66,M,42,0,0,3,5,0,0,N,3,3,4
104.43,1.72,V,76,0,15,1,7,0,0,N,1,2,0
68.04,1.72,M,48,80,0,0,0,3,3,N,1,0,1
69.17,1.66,V,46,0,0,0,10,4,0,N,0,1,2
64.42,1.67,M,43,100,2,1,0,5,0,S,2,4,4
91.82,1.71,V,42,0,0,0,20,13,0,N,3,4,4
50.37,1.65,M,45,0,0,0,0,0,1,N,2,3,2
90.54,1.62,M,45,0,7,0,14,12,0,N,1,4,4
55.32,1.72,M,57,0,0,0,0,0,0,N,2,2,2
88.1,1.74,V,18,0,0,1,6,10,0,N,1,2,4
59.16,1.58,M,39,0,0,0,4,0,0,N,1,2,1
68.93,1.72,V,43,0,0,0,0,0,0,N,0,1,0
52.17,1.58,M,65,0,0,0,0,0,0,N,0,0,0
79.31,1.73,V,49,0,0,0,11,5,0,N,2,3,2
73.3,1.66,M,22,0,7,2,0,0,0,S,2,4,4
58.06,1.73,V,25,0,0,0,0,2,0,N,1,3,4
83.86,1.74,V,48,0,0,0,15,3,0,N,0,0,0
65.09,1.62,M,57,0,0,2,0,9,0,N,0,0,1
85.84,1.77,V,47,0,4,2,5,5,0,N,1,2,2
72.09,1.79,V,18,40,0,3,0,0,0,N,0,2,2
77.51,1.74,V,57,0,6,0,0,2,6,N,1,2,2
70.09,1.56,M,38,0,10,3,0,0,1,N,2,3,2
118.38,1.74,V,60,90,11,0,10,11,1,N,2,4,3
75.04,1.64,M,18,0,0,1,8,2,0,N,2,2,0
75.2,1.55,M,32,120,0,1,25,10,2,N,3,4,4
66.04,1.68,M,49,220,0,1,7,3,0,N,1,3,3
85.55,1.78,V,18,0,0,5,2,9,0,N,1,2,2
79.47,1.7,V,57,180,0,3,19,12,2,N,3,4,4
104.08,1.76,V,45,0,0,5,32,14,0,N,2,3,3
86.26,1.71,V,52,80,0,3,16,14,0,N,3,4,3
79.01,1.73,V,18,0,0,0,6,0,0,N,1,0,0
55.92,1.58,M,34,80,0,1,0,0,0,N,0,1,3
102.64,1.71,V,68,10,10,2,10,8,0,N,0,2,2
103.29,1.78,V,18,0,2,0,6,12,0,N,2,3,3
55.12,1.75,M,52,0,0,8,0,0,0,N,3,4,4
108.02,1.66,M,53,0,18,1,0,2,0,N,3,4,2
81.79,1.7,V,37,110,0,0,2,13,0,N,2,2,2
53.87,1.73,V,37,0,0,7,0,0,0,N,3,4,3
64.69,1.52,M,33,10,1,4,19,5,0,N,0,2,3
78,1.64,M,18,10,7,0,0,0,0,N,2,4,4
69.15,1.68,M,44,0,0,0,15,0,0,N,0,1,2
57,1.76,V,43,0,0,1,1,0,0,N,1,4,4
79.46,1.79,V,18,0,1,2,13,0,0,N,1,3,4
68.12,1.78,V,53,50,0,0,2,5,0,N,3,4,4
66.05,1.6,M,18,0,5,0,0,0,0,N,2,4,3
80.54,1.69,M,40,0,5,2,0,0,0,N,1,1,0
74.34,1.79,M,48,90,0,0,0,3,0,N,0,1,1
60.25,1.74,V,60,0,1,0,0,0,0,N,0,2,1
74.11,1.75,V,40,130,0,2,6,1,3,N,0,0,0
65.09,1.62,M,41,0,0,2,2,7,0,N,1,2,2
106.28,1.63,M,34,0,11,0,6,15,0,N,1,1,2
60.4,1.7,M,36,90,0,2,9,0,0,N,2,3,4
75.15,1.71,V,58,120,3,0,8,4,0,N,3,3,3
84.67,1.68,V,18,0,0,3,4,12,0,N,2,3,3
100.52,1.74,V,18,0,7,0,8,2,0,N,2,3,2
82.09,1.76,V,41,130,8,1,0,0,5,N,1,3,3
104.51,1.81,V,29,130,7,6,0,3,0,N,0,0,0
73.92,1.73,V,18,0,2,2,0,2,1,N,0,1,1
109.46,1.72,M,47,0,17,3,4,0,0,N,2,3,2
61.56,1.7,V,65,20,0,0,4,0,0,N,0,2,1
75.52,1.6,M,46,0,4,1,10,2,1,N,2,1,1
58.01,1.67,V,69,0,3,2,0,0,0,N,1,2,3
105.16,1.81,V,18,50,8,5,2,0,0,N,1,1,0
101.16,1.73,M,30,0,3,0,13,10,0,N,3,4,4
95.97,1.74,V,42,0,3,4,17,10,0,N,2,3,3
98.54,1.69,M,37,0,0,1,24,17,2,N,1,3,1
80.84,1.74,V,64,0,0,1,12,8,0,N,1,2,1
54.04,1.7,M,58,10,0,2,0,1,0,N,2,3,3
113.43,1.79,V,47,100,0,0,26,14,0,N,0,1,1
62.09,1.68,M,33,0,0,0,0,5,3,N,1,3,3
79.29,1.72,V,37,0,0,1,21,2,0,N,3,4,3
74.27,1.71,V,30,0,0,1,3,9,0,N,2,4,4
80.47,1.72,V,37,0,0,0,17,8,0,N,1,2,4
77.98,1.66,M,30,80,4,0,5,0,0,N,1,2,2
111.46,1.8,V,45,80,7,5,11,12,0,N,2,3,4
56.62,1.74,M,59,0,0,0,0,0,0,N,1,2,3
53.28,1.62,M,46,0,0,3,7,2,0,N,3,4,4
59.62,1.61,M,28,0,0,0,4,0,0,N,1,2,2
74.72,1.75,V,54,0,0,0,14,1,0,N,0,2,1
95.41,1.76,V,56,0,15,6,0,0,0,N,4,3,4
72.54,1.7,M,41,0,4,0,0,0,2,N,2,3,2
124.09,1.8,V,18,0,0,0,22,18,0,N,1,1,2
76.36,1.78,V,33,0,0,2,5,0,0,N,2,2,2
71.13,1.79,V,46,0,3,1,0,0,0,N,1,4,4
105.06,1.74,V,22,50,7,0,0,1,0,N,0,0,0
111.72,1.74,V,39,0,1,1,24,19,0,N,2,2,4
68.91,1.75,V,29,0,0,0,1,0,0,N,2,3,3
71.94,1.6,M,42,0,0,0,8,9,0,N,1,1,2
65.03,1.66,M,27,0,0,4,1,0,0,N,1,0,0
70.16,1.85,V,43,10,0,6,1,0,0,N,0,2,1
106.27,1.74,V,49,130,0,1,18,16,0,N,3,2,1
80.83,1.62,M,67,0,11,0,9,3,0,N,2,4,4
67.12,1.69,M,33,0,0,0,8,0,0,N,1,3,2
98.6,1.57,M,34,20,9,0,25,13,0,N,1,2,2
110.22,1.66,M,28,130,16,2,17,7,NA,N,2,1,0
71.69,1.69,V,62,0,0,5,0,13,0,N,1,2,1
64.28,1.64,M,80,0,0,2,13,7,0,N,1,2,3
54.5,1.74,V,60,0,0,2,0,0,0,N,2,3,4
87.08,1.66,M,35,160,6,0,5,5,0,N,2,3,3
107.18,1.74,M,50,0,7,0,12,8,0,N,1,1,1
51.91,1.64,M,50,50,0,0,0,3,0,N,2,3,3
103.73,1.65,M,30,0,4,0,16,10,0,N,0,1,1
88.43,1.7,M,41,0,4,0,2,0,0,N,1,1,1
51.32,1.67,M,44,0,0,5,6,1,0,N,1,3,4
60.1,1.62,V,46,0,0,0,0,4,0,N,1,2,1
121.56,1.77,V,46,0,18,4,6,2,0,N,3,3,4
114.38,1.78,V,48,0,9,2,12,11,0,N,3,4,4
62.88,1.76,V,38,0,0,0,0,1,1,S,3,4,4
128.7,1.86,V,48,0,7,3,15,13,0,N,1,2,2
44.94,1.58,M,52,0,0,4,0,1,1,N,2,3,2
70.82,1.66,M,37,120,0,1,17,0,4,N,0,1,0
67.52,1.65,M,52,50,0,2,11,3,0,N,2,2,2
73.91,1.67,M,39,0,0,2,16,2,0,N,1,2,1
49.88,1.66,V,55,20,0,1,2,0,0,N,2,3,4
60.44,1.65,M,46,0,0,0,0,0,0,N,0,0,0
119.72,1.73,V,27,10,13,0,14,14,0,N,3,2,1
79.89,1.59,M,40,150,0,0,20,14,0,N,1,4,2
96.52,1.86,V,60,0,4,0,0,7,0,N,1,2,2
78.18,1.79,V,33,0,0,3,10,0,0,N,0,1,1
72.47,1.57,M,22,0,7,1,0,2,0,N,0,2,2
64.76,1.66,M,45,20,5,0,0,0,0,N,4,4,4
65.84,1.61,M,49,0,0,3,13,5,0,N,2,3,2
57.03,1.61,M,29,0,0,4,7,3,2,N,3,4,4
62.97,1.63,M,52,0,3,0,2,0,0,N,0,0,1
94.28,1.73,V,49,20,0,0,22,16,4,N,0,3,4
70.03,1.59,M,25,0,0,0,7,7,1,N,1,2,3
50.8,1.68,M,57,130,0,2,0,0,3,N,2,4,4
69.39,1.78,V,21,0,3,7,0,0,0,N,2,3,4
115.6,1.7,V,43,0,18,0,0,0,0,N,0,0,1
60.25,1.64,M,26,80,0,0,0,0,0,N,3,3,2
111.63,1.82,V,27,0,9,0,3,4,0,N,1,2,1
64.04,1.71,M,36,0,0,3,0,2,0,N,1,2,2
70.18,1.71,V,21,140,0,5,6,4,8,N,0,1,1
62.19,1.67,M,22,20,0,6,0,6,0,N,0,2,3
90.1,1.82,V,32,0,0,3,22,5,0,N,2,2,2
51.32,1.67,M,53,0,0,2,0,4,0,N,2,3,4
83.22,1.66,M,61,0,2,0,23,4,0,N,0,0,0
82.39,1.66,M,31,100,0,6,19,10,0,N,1,3,2
57.1,1.72,V,53,0,0,0,0,0,0,N,2,3,2
129.6,1.8,V,18,0,17,2,7,9,0,N,1,2,3
63.05,1.78,M,54,0,0,0,0,0,0,N,0,0,1
65.98,1.69,M,18,0,0,0,0,3,0,N,2,4,4
73.1,1.71,V,44,0,0,2,3,4,0,N,0,0,0
69.15,1.68,M,22,120,0,0,11,0,1,N,2,3,4
69.43,1.68,V,23,20,0,2,6,0,0,N,1,0,1
78.37,1.59,M,40,0,8,7,0,5,0,N,2,3,0
103.25,1.72,M,58,0,13,1,0,0,0,N,1,2,0
96.67,1.73,M,41,0,10,5,3,4,0,N,2,4,4
104.43,1.72,M,40,0,8,0,14,7,0,N,2,3,2
69.88,1.63,M,37,0,1,0,1,4,0,N,0,1,1
71.09,1.66,M,40,0,8,4,0,0,0,N,1,3,4
79.76,1.7,V,49,100,2,2,3,7,0,N,1,1,1
125.32,1.77,V,45,0,12,5,23,14,0,N,0,2,3
73.06,1.59,M,21,0,4,2,0,0,0,N,0,0,0
71.4,1.67,V,53,30,0,0,9,4,0,N,2,3,2
65.61,1.65,M,49,130,0,0,15,0,0,N,2,2,2
65.09,1.63,M,34,40,0,2,9,0,0,N,0,0,0
52.99,1.67,V,44,0,0,8,0,1,0,N,1,2,2
89.03,1.64,M,43,70,5,1,0,16,0,N,3,3,4
84.4,1.73,V,59,0,0,0,18,9,0,N,1,2,2
106.81,1.67,M,46,0,17,0,0,1,0,N,1,1,1
69.21,1.75,V,42,0,0,0,1,0,3,S,1,2,2
67.97,1.62,M,38,0,4,6,0,6,0,N,2,3,3
99.86,1.58,M,35,0,11,0,9,15,0,N,2,2,1
94.84,1.79,V,43,100,0,2,13,7,0,N,1,2,1
92.71,1.81,V,34,0,0,1,13,2,0,N,0,0,1
84.6,1.78,V,22,0,0,0,10,5,0,N,1,3,2
86.18,1.67,V,53,0,12,3,0,0,0,N,0,3,1
62.78,1.75,V,47,0,0,0,0,3,2,N,1,3,4
63.6,1.77,V,62,120,0,3,0,4,0,N,2,2,3
84.25,1.69,V,36,0,0,5,14,12,0,N,1,1,0
71.93,1.8,V,24,180,0,6,3,0,0,N,1,3,1
51.81,1.63,M,64,0,4,5,0,0,0,N,2,3,3
106.28,1.63,M,48,110,12,1,18,11,0,N,2,3,3
78.64,1.63,M,44,0,0,0,28,7,0,N,1,3,3
93.52,1.63,M,25,0,0,3,14,16,0,N,0,0,1
86.15,1.77,V,18,0,6,6,0,2,0,N,1,3,3
99.13,1.71,M,18,0,0,0,22,8,0,N,1,2,3
84.98,1.84,V,42,0,0,0,12,4,0,N,2,3,3
58.74,1.74,V,50,20,0,1,0,0,0,N,2,4,3
51.43,1.58,M,36,0,1,7,0,0,0,N,1,3,2
69.15,1.65,M,48,0,2,0,7,3,0,N,0,2,2
56.94,1.55,M,27,0,0,0,9,0,0,N,1,2,1
88.76,1.64,M,25,0,0,1,26,14,0,N,3,4,3
102.4,1.6,M,45,0,30,2,8,5,0,N,1,4,4
61.26,1.65,M,41,0,0,3,0,0,0,N,2,2,1
73.51,1.65,M,70,0,5,0,3,0,0,N,1,0,1
85.23,1.78,V,54,0,8,3,0,0,0,N,2,3,2
87.79,1.79,V,23,0,0,0,0,10,0,N,2,3,1
72.27,1.63,M,27,0,4,3,0,5,0,N,1,2,4
67.4,1.69,V,23,0,0,6,12,0,0,N,1,0,0
59.52,1.66,M,32,0,3,4,0,0,2,S,2,3,3
84.1,1.73,V,46,0,0,0,15,11,0,N,1,3,2
68.49,1.7,M,32,0,0,0,12,4,0,N,1,3,4
88.89,1.71,M,27,0,5,4,10,7,6,N,2,2,2
83.63,1.71,V,43,0,0,0,23,5,0,N,1,3,3
97.27,1.78,V,59,0,0,0,14,14,0,N,1,3,3
98.94,1.62,M,45,0,11,0,11,2,0,N,0,0,0
133.96,1.83,V,60,0,25,0,16,7,0,N,1,1,1
80.41,1.71,V,78,0,6,0,8,1,0,N,1,1,0
84.8,1.82,V,24,0,0,0,7,1,0,S,1,3,2
63.16,1.65,M,40,40,0,0,6,6,5,N,2,3,4
58.17,1.58,M,25,0,2,2,0,0,0,N,2,3,3
86.18,1.67,M,50,0,9,1,1,4,0,N,1,2,4
102.29,1.75,V,39,0,0,0,26,10,0,N,0,2,3
64.21,1.59,M,18,90,0,0,1,4,4,N,2,2,2
85.97,1.66,M,47,0,12,1,0,0,0,N,2,3,4
55.99,1.61,M,49,60,0,0,4,3,0,N,1,2,3
68.05,1.67,V,34,90,0,0,0,0,0,N,1,0,0
78.71,1.75,V,33,0,4,0,0,3,2,N,1,3,4
116.96,1.71,M,46,0,17,0,2,6,0,N,1,1,1
53.4,1.63,M,49,0,0,1,0,0,0,N,1,2,2
123.9,1.76,V,49,0,11,6,24,14,0,N,1,1,0
99.84,1.75,V,38,0,13,0,4,0,0,N,1,4,3
64.95,1.73,V,32,0,0,0,6,0,0,N,1,2,4
84.78,1.67,M,41,0,0,3,15,12,0,S,2,2,3
53.76,1.6,M,23,0,1,3,0,0,0,N,1,3,3
76.6,1.74,V,35,0,1,3,6,7,8,N,2,4,2
43.25,1.55,M,36,0,0,7,0,0,0,N,2,4,3
80.46,1.66,M,37,60,0,0,9,7,0,N,0,1,0
71.92,1.78,V,44,40,0,2,0,1,0,N,1,2,0
73.96,1.64,M,42,0,0,0,13,9,0,N,2,2,3
72.06,1.77,V,49,0,0,2,5,3,0,N,2,2,2
70.94,1.76,V,51,10,2,2,0,0,0,N,2,3,3
64.35,1.73,V,40,0,0,5,1,0,0,N,2,1,0
59.51,1.63,V,18,120,0,5,0,0,0,N,3,2,4
86.55,1.71,V,50,0,0,0,15,14,0,N,2,4,4
72.36,1.74,V,22,0,0,5,6,7,0,N,2,4,4
90.94,1.71,M,30,0,5,0,8,7,0,N,2,3,3
107.31,1.71,V,60,110,10,0,11,10,5,N,1,2,3
52.01,1.57,M,68,40,0,0,7,5,0,N,1,3,3
125.32,1.77,V,40,0,14,0,27,8,0,N,0,2,1
71.38,1.7,V,28,80,0,0,9,1,0,N,1,3,2
132.5,1.82,V,18,0,10,0,11,13,0,N,1,1,2
66.73,1.77,V,50,0,0,0,0,0,NA,N,1,1,1
90.54,1.77,V,64,120,5,0,10,6,0,N,1,3,3
80.04,1.67,M,20,0,0,2,0,9,0,N,0,0,1
81.95,1.72,V,52,0,2,0,0,4,0,N,0,1,1
76.58,1.79,V,30,40,0,0,2,0,4,N,0,1,0
66.76,1.7,V,46,0,2,3,0,0,0,N,0,1,3
76.97,1.67,M,57,100,7,1,0,0,0,S,1,2,1
61.33,1.76,V,36,0,2,2,0,0,0,N,3,4,4
61.83,1.72,V,20,0,0,0,0,0,0,N,2,3,3
71.55,1.5,M,61,0,8,2,2,12,0,N,1,3,4
91.2,1.65,V,35,0,8,0,0,3,1,N,0,0,0
111.64,1.73,V,49,0,9,0,11,4,0,N,0,0,0
92.3,1.72,V,43,0,9,0,0,2,0,N,1,2,1
87.13,1.78,V,18,50,0,2,6,9,0,N,3,3,2
67.22,1.76,V,48,0,0,1,0,0,0,N,2,4,2
50.8,1.68,V,76,0,0,2,0,0,0,N,3,4,3
104.98,1.62,V,66,0,22,0,0,4,0,N,1,4,4
118.34,1.72,V,60,0,16,0,18,18,0,N,1,2,1
58.17,1.58,M,51,250,0,1,6,1,0,N,0,1,2
58.67,1.7,V,64,0,0,2,6,1,0,N,1,3,3
71.69,1.69,M,43,0,3,1,0,0,0,N,1,1,1
54.5,1.74,V,40,0,0,9,0,0,2,N,2,3,4
56.92,1.74,V,65,0,0,0,0,0,0,N,2,2,1
75.69,1.83,V,26,0,0,1,9,1,0,N,0,3,3
103.68,1.61,M,48,0,34,0,0,0,0,N,1,3,3
80.54,1.69,M,35,100,0,0,15,9,0,N,3,4,4
107.25,1.68,V,37,0,6,0,6,17,0,N,1,2,1
75.17,1.61,M,52,0,0,0,21,8,0,N,1,1,2
61.18,1.6,M,44,0,0,0,5,0,0,N,1,1,0
103.86,1.68,M,35,0,8,0,17,4,0,N,2,3,1
66.74,1.73,V,29,0,2,1,0,4,0,N,2,4,4
71.92,1.66,M,20,0,0,2,10,3,0,N,1,2,2
59.96,1.67,M,43,0,3,7,0,0,0,N,0,2,1
96,1.6,M,62,0,17,0,0,0,0,N,2,1,3
84.31,1.72,V,61,0,9,4,0,0,4,N,0,0,0
58.85,1.67,M,48,0,0,3,9,0,0,N,2,2,1
75.82,1.77,V,42,0,0,0,0,8,0,N,1,1,2
110.44,1.73,V,50,0,3,0,25,18,0,S,2,4,3
89.33,1.85,V,32,90,5,4,0,0,0,N,1,2,3
114.24,1.69,M,18,0,19,0,1,5,0,N,3,4,4
121.1,1.74,V,18,50,19,4,3,0,0,N,1,2,2
73.03,1.73,V,53,0,0,4,6,11,0,N,0,2,3
106.44,1.71,V,18,0,13,1,0,0,0,N,1,3,3
76.88,1.66,M,49,0,9,2,0,0,0,N,2,3,2
67.63,1.7,M,34,0,0,1,0,0,0,N,1,2,2
63.5,1.68,M,39,10,0,4,10,7,0,N,2,4,4
79.59,1.68,M,55,90,4,1,4,6,0,N,2,2,4
79.53,1.78,V,60,0,0,2,14,6,0,N,1,2,2
108.9,1.65,M,20,30,10,0,7,6,0,N,0,0,1
69.02,1.62,M,28,0,2,2,15,4,0,N,2,4,4
84.11,1.68,M,34,0,0,0,10,9,0,N,1,2,1
87.41,1.77,V,63,30,8,0,12,3,0,N,3,4,4
85.4,1.69,M,44,70,7,2,1,2,0,N,0,1,2
86.2,1.73,V,35,0,6,1,0,6,0,N,2,4,4
54.56,1.66,M,31,0,0,5,0,0,0,N,2,2,3
59.8,1.66,M,49,0,0,0,0,0,0,N,0,2,0
